ADDRESS,NEIGHBOURHOOD_NAME,WARD,ZONING,SECTOR,SIZE (m2),TYPOLOGY,KNOWN PLANNING APPLICATIONS,OWNERSHIP_TYPE,GROUPS,LATITUDE,LONGITUDE,LOCATION,Geometry Point
10617 105 STREET NW,Central McDougall,6,CB1,Central,696.664,Central Core,1) Minor Development Permit: Job No 141063519-001: To demolish the existing Single Detached House (81.44 sqm) and the existing Rear Detached Garage (29.28 sqm),PRIVATE,,53.550272183195,-113.500549201223,"(53.550272183195, -113.500549201223)",POINT (-113.500549201223 53.550272183195)
9260 STRATHEARN DRIVE NW,Strathearn,8,RF1,Central,645.111,Mature,,PRIVATE,,53.532627340138,-113.472294864708,"(53.532627340138, -113.472294864708)",POINT (-113.472294864708 53.532627340138)
9536 105 STREET NW,Rossdale,6,DC1,Central,196.324,Central Core,NA,MUNICIPAL,80,53.5320251211441,-113.501742096214,"(53.5320251211441, -113.501742096214)",POINT (-113.501742096214 53.5320251211441)
9806 100 STREET NW,Rossdale,6,DC1,Central,308.692,Central Core,"1) Rezoning: To rezone from DC1 to DC1, AP, A",PRIVATE,73,53.5359952434582,-113.491486432057,"(53.5359952434582, -113.491486432057)",POINT (-113.491486432057 53.5359952434582)
4704 DONSDALE DRIVE NW,Donsdale,5,RF1,West,625.947,Established,NA,PRIVATE,203,53.4856183191303,-113.6318377284,"(53.4856183191303, -113.6318377284)",POINT (-113.6318377284 53.4856183191303)
1752 34 AVENUE NW,Wild Rose,12,CNC,Southeast,5408.918,Established,NA,PRIVATE,,53.4680132237404,-113.370651222109,"(53.4680132237404, -113.370651222109)",POINT (-113.370651222109 53.4680132237404)
10011 81 AVENUE NW,Ritchie,11,US,Central,398.824,Mature,NA,PRIVATE,177,53.5167947974596,-113.489250708665,"(53.5167947974596, -113.489250708665)",POINT (-113.489250708665 53.5167947974596)
10152 CLIFTON PLACE NW,Westmount,6,DC2,Central,955.674,Mature,NA,PRIVATE,97,53.542638196313,-113.538965586797,"(53.542638196313, -113.538965586797)",POINT (-113.538965586797 53.542638196313)
791 DRYSDALE RUN NW,Donsdale,5,RF1,West,859.421,Established,NA,PRIVATE,206,53.4822020319401,-113.637089330436,"(53.4822020319401, -113.637089330436)",POINT (-113.637089330436 53.4822020319401)
10334 96 STREET NW,Boyle Street,6,DC1,Central,307.851,Central Core,NA,PRIVATE,,53.5470348657139,-113.484081072063,"(53.5470348657139, -113.484081072063)",POINT (-113.484081072063 53.5470348657139)
5004 MANNING DRIVE NW,York,4,DC2,Central,8618.88,Mature,1) Sign Development Permit: Job No 150729370-002: To install (1) Minor Digital Off-premises Sign and (2) Freestanding On-premises Sign (MANNING),PRIVATE,,53.6024589339328,-113.418909883537,"(53.6024589339328, -113.418909883537)",POINT (-113.418909883537 53.6024589339328)
9601 105 STREET NW,Rossdale,6,DC1,Central,322.265,Central Core,NA,MUNICIPAL,80,53.5329252852044,-113.499939756784,"(53.5329252852044, -113.499939756784)",POINT (-113.499939756784 53.5329252852044)
4903 124 AVENUE NW,Bergman,7,AGU,Central,287.793,Mature,NA,PRIVATE,138,53.5796669926751,-113.417278634774,"(53.5796669926751, -113.417278634774)",POINT (-113.417278634774 53.5796669926751)
10218 87 STREET NW,Riverdale,6,RF2,Central,281.062,Central Core,NA,PRIVATE,,53.5474268914908,-113.468279217185,"(53.5474268914908, -113.468279217185)",POINT (-113.468279217185 53.5474268914908)
11342 127 STREET NW,Inglewood,2,RF3,Central,168.997,Mature,1) Major Development Permit: Job No 142756345-001: To operate a Child Care Services Use in a Private Education Services Use building (65 children),PRIVATE,,53.5631401801886,-113.541742768904,"(53.5631401801886, -113.541742768904)",POINT (-113.541742768904 53.5631401801886)
15129 31 STREET NW,Kirkness,4,RF4,Northeast,247.382,Established,NA,PRIVATE,194,53.6150363865082,-113.385815804505,"(53.6150363865082, -113.385815804505)",POINT (-113.385815804505 53.6150363865082)
8204 106 AVENUE NW,Forest Heights,8,DC2,Central,132.886,Mature,1) Rezoning: To rezone from CNC to DC2 2) Major Development Permit: Job No 155390538-001: To construct 27 Dwellings of Apartment Housing with General Retail Stores on main floor.,PRIVATE,182,53.5494828576015,-113.454465774039,"(53.5494828576015, -113.454465774039)",POINT (-113.454465774039 53.5494828576015)
11514 80 STREET NW,Parkdale,7,RA7,Central,369.187,Mature,1) Major Development Permit: Job No 155809708-001: To construct 14 Dwellings of Apartment Housing.,PRIVATE,114,53.5663779575938,-113.464464018995,"(53.5663779575938, -113.464464018995)",POINT (-113.464464018995 53.5663779575938)
8720 95 AVENUE NW,Strathearn,8,DC2,Central,906.72,Mature,"1) Rezoning: To rezone from DC2, AP to DC2, AP",PRIVATE,184,53.5320549784399,-113.462068881783,"(53.5320549784399, -113.462068881783)",POINT (-113.462068881783 53.5320549784399)
11318 95A STREET NW,Alberta Avenue,7,RF3,Central,367.872,Mature,NA,PRIVATE,104,53.5633036810666,-113.489090699106,"(53.5633036810666, -113.489090699106)",POINT (-113.489090699106 53.5633036810666)
7303 101 AVENUE NW,Terrace Heights,8,CSC,Central,1522.402,Mature,NA,PRIVATE,,53.5409124378986,-113.440314810564,"(53.5409124378986, -113.440314810564)",POINT (-113.440314810564 53.5409124378986)
11206 59 AVENUE NW,Lendrum Place,10,RF1,Central,1648.566,Mature,NA,PRIVATE,,53.4972214907204,-113.51963229051,"(53.4972214907204, -113.51963229051)",POINT (-113.51963229051 53.4972214907204)
11145 106 STREET NW,Spruce Avenue,2,RF3,Central,542.628,Mature,NA,MUNICIPAL,,53.5602488042557,-113.502311769336,"(53.5602488042557, -113.502311769336)",POINT (-113.502311769336 53.5602488042557)
10749 84 AVENUE NW,Garneau,8,RA7,Central,405.154,Central Core,"1) House Development Permit: Job No 153903072-001: To construct a Single Detached House with a veranda, fireplace, uncovered deck (3.66m x 4.27m) and balcony (3.66m x 3.05m))",PRIVATE,,53.5197696107827,-113.508656762872,"(53.5197696107827, -113.508656762872)",POINT (-113.508656762872 53.5197696107827)
4613 118 AVENUE NW,Beverly Heights,7,CB1,Central,279.102,Mature,NA,PRIVATE,150,53.5701050620076,-113.412984709554,"(53.5701050620076, -113.412984709554)",POINT (-113.412984709554 53.5701050620076)
10455 82 AVENUE NW,Queen Alexandra,8,DC1,Central,404.325,Mature,1) Rezoning: To rezone from DC1 to DC1,PRIVATE,173,53.5177610909328,-113.499789050613,"(53.5177610909328, -113.499789050613)",POINT (-113.499789050613 53.5177610909328)
8632 107 STREET NW,Garneau,8,AJ,Central,837.878,Central Core,NA,PRIVATE,,53.5228719649459,-113.507559265181,"(53.5228719649459, -113.507559265181)",POINT (-113.507559265181 53.5228719649459)
4402 118 AVENUE NW,Beacon Heights,7,CB1,Central,293.086,Mature,NA,PRIVATE,148,53.57062611946,-113.409518113848,"(53.57062611946, -113.409518113848)",POINT (-113.409518113848 53.57062611946)
10411 85 AVENUE NW,Strathcona,8,RF4,Central,161.355,Central Core,NA,PRIVATE,,53.5207138514565,-113.498243789528,"(53.5207138514565, -113.498243789528)",POINT (-113.498243789528 53.5207138514565)
11556 80 AVENUE NW,McKernan,8,RF1,Central,483.343,Mature,"1) House Development Permit: Job No 135989777-001: To construct a single detached house with rear attached garage, fireplace, front sunken patio with basement entry and basement development. Walk out basement development includes; 2 bedrooms, 1 bathroom, 1 bar area, 1 media area, 1 mech./storage room.",PRIVATE,,53.5166642026729,-113.531650888703,"(53.5166642026729, -113.531650888703)",POINT (-113.531650888703 53.5166642026729)
1145 FALCONER ROAD NW,Falconer Heights,9,RF1,Southwest,837.021,Established,NA,PRIVATE,212,,,,
11314 72 AVENUE NW,McKernan,8,RF1,Central,639.512,Mature,"1) Minor Development Permit: Job No 139365053-001: To demolish a Single House.  2) House Development Permit: Job No 139696128-001: To construct a single detached house with a fireplace, front veranda and basement development (Secondary Suite/2 Bedroom)",PRIVATE,,53.5087412079981,-113.524017383152,"(53.5087412079981, -113.524017383152)",POINT (-113.524017383152 53.5087412079981)
5404 136 AVENUE NW,Belvedere,4,IB,Central,10871.141,Mature,1) Major Development Permit: Job No 145916791-001: To construct 3 General Industrial Use buildings.,PRIVATE,,53.5970971715664,-113.420183758318,"(53.5970971715664, -113.420183758318)",POINT (-113.420183758318 53.5970971715664)
513 HILLCREST POINT NW,Patricia Heights,5,RSL,Central,828.939,Mature,NA,PRIVATE,168,53.5043226980683,-113.592343778395,"(53.5043226980683, -113.592343778395)",POINT (-113.592343778395 53.5043226980683)
10555 96 STREET NW,McCauley,6,RA7,Central,232.651,Central Core,NA,PRIVATE,,53.5504383821509,-113.484859394285,"(53.5504383821509, -113.484859394285)",POINT (-113.484859394285 53.5504383821509)
12150 91 STREET NW,Alberta Avenue,7,RF3,Central,367.047,Mature,NA,PRIVATE,,53.5762087594737,-113.481653154698,"(53.5762087594737, -113.481653154698)",POINT (-113.481653154698 53.5762087594737)
18011 91A STREET NW,Lago Lindo,3,RPL,North,394.815,Established,NA,PRIVATE,,53.6428355495886,-113.478089582832,"(53.6428355495886, -113.478089582832)",POINT (-113.478089582832 53.6428355495886)
9749 101 STREET NW,Rossdale,6,RF5,Central,306.878,Central Core,NA,MUNICIPAL,76,53.5354094788596,-113.493310910743,"(53.5354094788596, -113.493310910743)",POINT (-113.493310910743 53.5354094788596)
12304 49 STREET NW,Bergman,7,RF1,Central,287.644,Mature,NA,PRIVATE,139,53.5786743977188,-113.417280009215,"(53.5786743977188, -113.417280009215)",POINT (-113.417280009215 53.5786743977188)
9263 148 STREET NW,Parkview,1,RF1,Central,818.73,Mature,"1) Minor Development Permit: Job No 141795607-001: To demolish (2) Residential Buildings - (existing Single Detached House approximately 8.57m x 9.49m - irregular shape and a rear detached Garage 4.35m x 6.18m). 2) House Development Permit: Job No 146828735-001: To construct a single detached house with attached garage, rear covered and uncovered deck, basment development and fireplace. 3) House Development Permit: Job No 146828582-001: To construct a single detached house with attached garage, rear covered and uncovered deck, basment development and fireplace.",PRIVATE,,53.5276578682628,-113.576456815562,"(53.5276578682628, -113.576456815562)",POINT (-113.576456815562 53.5276578682628)
10260 158 STREET NW,Britannia Youngstown,1,RF4,Central,348.149,Mature,"1) House Development Permit: Job No 149146953-001: To construct a Single Detached House with front veranda, rear uncovered deck (2.44m x 2.13m) and to demolish an existing Single Detached House and an Accessory Building (a rear Detached Garage).",PRIVATE,,53.5445312946641,-113.59437378394,"(53.5445312946641, -113.59437378394)",POINT (-113.59437378394 53.5445312946641)
10828 71 AVENUE NW,Queen Alexandra,8,RA7,Central,403.562,Mature,NA,PRIVATE,,53.50779539743,-113.510649340952,"(53.50779539743, -113.510649340952)",POINT (-113.510649340952 53.50779539743)
10713 110 STREET NW,Queen Mary Park,6,CB1,Central,348.42,Central Core,NA,PRIVATE,,53.5518961198403,-113.509744190092,"(53.5518961198403, -113.509744190092)",POINT (-113.509744190092 53.5518961198403)
12410 120 AVENUE NW,Prince Charles,2,RF3,Central,697.399,Mature,1) Minor Development Permit: Job No 139827992-001: To erect a Fence higher than 1.2m in a Required Yard.,PRIVATE,,53.5736727081358,-113.536978415714,"(53.5736727081358, -113.536978415714)",POINT (-113.536978415714 53.5736727081358)
14740 STONY PLAIN ROAD NW,Grovenor,6,CSC,Central,288.501,Mature,NA,PRIVATE,158,53.5423693292657,-113.575469988756,"(53.5423693292657, -113.575469988756)",POINT (-113.575469988756 53.5423693292657)
10601 95 STREET NW,McCauley,6,DC1,Central,373.776,Central Core,1) Rezoning: To rezone from DC1 to RA7,PRIVATE,52,53.5515166735283,-113.48181965818,"(53.5515166735283, -113.48181965818)",POINT (-113.48181965818 53.5515166735283)
9609 76 AVENUE NW,Ritchie,11,CNC,Central,471.801,Mature,NA,PRIVATE,179,53.5120128095084,-113.476990967156,"(53.5120128095084, -113.476990967156)",POINT (-113.476990967156 53.5120128095084)
10012 110 STREET NW,Oliver,6,RA9,Central,701.381,Central Core,NA,PRIVATE,,53.5392923523215,-113.510797320338,"(53.5392923523215, -113.510797320338)",POINT (-113.510797320338 53.5392923523215)
10567 101 STREET NW,McCauley,6,CB2,Central,801.79,Central Core,NA,PRIVATE,,53.5493290899017,-113.493257223611,"(53.5493290899017, -113.493257223611)",POINT (-113.493257223611 53.5493290899017)
10543 123 STREET NW,Westmount,6,CB2,Central,695.992,Mature,NA,PRIVATE,101,53.5489928225324,-113.533630881707,"(53.5489928225324, -113.533630881707)",POINT (-113.533630881707 53.5489928225324)
11823 80 STREET NW,Eastwood,7,RA8,Central,367.525,Mature,NA,PRIVATE,,53.5711189619696,-113.463607129369,"(53.5711189619696, -113.463607129369)",POINT (-113.463607129369 53.5711189619696)
12439 50 STREET NW,Bergman,7,AGU,Central,986.353,Mature,NA,MUNICIPAL,137,53.5813183583627,-113.417852984543,"(53.5813183583627, -113.417852984543)",POINT (-113.417852984543 53.5813183583627)
4613 118 AVENUE NW,Beverly Heights,7,CB1,Central,279.106,Mature,NA,PRIVATE,150,53.5701050620076,-113.412984709554,"(53.5701050620076, -113.412984709554)",POINT (-113.412984709554 53.5701050620076)
15224 96 STREET NW,Evansdale,3,RF1,Central,510.665,Mature,NA,PRIVATE,152,53.6131369477925,-113.490022201159,"(53.6131369477925, -113.490022201159)",POINT (-113.490022201159 53.6131369477925)
8803A 101 AVENUE NW,Riverdale,6,DC2,Central,237.824,Central Core,NA,PRIVATE,,53.5430110779323,-113.466527193732,"(53.5430110779323, -113.466527193732)",POINT (-113.466527193732 53.5430110779323)
11846 77 STREET NW,Eastwood,7,RA9,Central,368.077,Mature,NA,MUNICIPAL,134,53.5717461366562,-113.459961513246,"(53.5717461366562, -113.459961513246)",POINT (-113.459961513246 53.5717461366562)
10524 106 AVENUE NW,Central McDougall,6,RA8,Central,487.72,Central Core,NA,PRIVATE,,53.5500139270115,-113.50256130838,"(53.5500139270115, -113.50256130838)",POINT (-113.50256130838 53.5500139270115)
12442 48 STREET NW,Bergman,7,RF1,Central,287.744,Mature,NA,PRIVATE,141,53.5811486032661,-113.415740212998,"(53.5811486032661, -113.415740212998)",POINT (-113.415740212998 53.5811486032661)
12427 49 STREET NW,Bergman,7,RF1,Central,2876.759,Mature,NA,PRIVATE,146,53.5808061199626,-113.4164029784,"(53.5808061199626, -113.4164029784)",POINT (-113.4164029784 53.5808061199626)
14302 STONY PLAIN ROAD NW,Grovenor,6,RF3,Central,428.24,Mature,NA,MUNICIPAL,157,53.5430544499523,-113.567679399296,"(53.5430544499523, -113.567679399296)",POINT (-113.567679399296 53.5430544499523)
792 DRYSDALE RUN NW,Donsdale,5,RF1,West,673.875,Established,NA,PRIVATE,205,53.4827060872714,-113.637379669972,"(53.4827060872714, -113.637379669972)",POINT (-113.637379669972 53.4827060872714)
13327 66 STREET NW,Belvedere,4,RF4,Central,722.714,Mature,1) Minor Development Permit: Job No 136084117-001: To demolish a Single detached house,PRIVATE,,53.5951030670627,-113.442442236788,"(53.5951030670627, -113.442442236788)",POINT (-113.442442236788 53.5951030670627)
10716 95 STREET NW,McCauley,6,RA7,Central,308.297,Central Core,NA,PRIVATE,,53.5533548131406,-113.483693658813,"(53.5533548131406, -113.483693658813)",POINT (-113.483693658813 53.5533548131406)
8644 108 STREET NW,Garneau,8,AJ,Central,626.46,Central Core,NA,MUNICIPAL,,53.5232059273469,-113.508788317085,"(53.5232059273469, -113.508788317085)",POINT (-113.508788317085 53.5232059273469)
4516 DONSDALE DRIVE NW,Donsdale,5,RF1,West,676.697,Established,NA,PRIVATE,204,53.4836870099571,-113.633636243831,"(53.4836870099571, -113.633636243831)",POINT (-113.633636243831 53.4836870099571)
9318 105 AVENUE NW,Boyle Street,6,RA7,Central,374.41,Central Core,NA,PRIVATE,22,53.550282349731,-113.479064939658,"(53.550282349731, -113.479064939658)",POINT (-113.479064939658 53.550282349731)
9131 118 AVENUE NW,Alberta Avenue,7,CB2,Central,306.42,Mature,NA,PRIVATE,112,53.5701653988415,-113.48220355557,"(53.5701653988415, -113.48220355557)",POINT (-113.48220355557 53.5701653988415)
11303 93 STREET NW,Alberta Avenue,7,RF3,Central,367.902,Mature,NA,PRIVATE,,53.5628706560176,-113.483730821683,"(53.5628706560176, -113.483730821683)",POINT (-113.483730821683 53.5628706560176)
2217 134 AVENUE NW,Kernohan,4,RF1,Northeast,632.926,Established,NA,PRIVATE,193,53.5955569504008,-113.378465416261,"(53.5955569504008, -113.378465416261)",POINT (-113.378465416261 53.5955569504008)
15803 100A AVENUE NW,Glenwood,1,DC2,Central,619.08,Mature,NA,PRIVATE,166,53.5399840844303,-113.594177665601,"(53.5399840844303, -113.594177665601)",POINT (-113.594177665601 53.5399840844303)
11842 77 STREET NW,Eastwood,7,RA9,Central,367.956,Mature,NA,MUNICIPAL,134,53.5716558201841,-113.459961878961,"(53.5716558201841, -113.459961878961)",POINT (-113.459961878961 53.5716558201841)
9519 105 AVENUE NW,Boyle Street,6,RA7,Central,1876.544,Central Core,NA,PRIVATE,16,53.5491249136648,-113.482388400502,"(53.5491249136648, -113.482388400502)",POINT (-113.482388400502 53.5491249136648)
9552 104 AVENUE NW,Boyle Street,6,RA7,Central,374.278,Central Core,NA,PRIVATE,10,53.5485759938223,-113.483231965374,"(53.5485759938223, -113.483231965374)",POINT (-113.483231965374 53.5485759938223)
12906 64 STREET NW,Belvedere,4,RA8,Central,857.191,Mature,NA,PRIVATE,,53.5878734652126,-113.440157881014,"(53.5878734652126, -113.440157881014)",POINT (-113.440157881014 53.5878734652126)
12320 49 STREET NW,Bergman,7,RF1,Central,287.706,Mature,NA,PRIVATE,138,53.5790509351135,-113.417279466584,"(53.5790509351135, -113.417279466584)",POINT (-113.417279466584 53.5790509351135)
9922 104 STREET NW,Downtown,6,HDR,Central,701.81,Central Core,1) Minor Development Permit: Job No 137235542-001: To demolish an apartment building,PRIVATE,,53.5379771638824,-113.499776538142,"(53.5379771638824, -113.499776538142)",POINT (-113.499776538142 53.5379771638824)
511 HILLCREST POINT NW,Patricia Heights,5,RSL,Central,954.685,Mature,NA,PRIVATE,168,53.5041624485403,-113.59207988685,"(53.5041624485403, -113.59207988685)",POINT (-113.59207988685 53.5041624485403)
9640 104 STREET NW,Rossdale,6,DC1,Central,49.465,Central Core,NA,MUNICIPAL,79,53.5335125957143,-113.49990368177,"(53.5335125957143, -113.49990368177)",POINT (-113.49990368177 53.5335125957143)
