Genus Name,Species Name,Common Name,species,bio01,bio02,bio03,bio04,bio05,bio06,bio12,bio16,bio17,embergerQ
Acacia,papyrocarpa,Western Myall,Acacia papyrocarpa,18.49,13.4,49.98,505.54,32.5,5.6,241.0,77.75,43.66,31.2
Acacia,paradoxa,Paradox acacia,Acacia paradoxa,14.34,10.91,47.96,423.44,27.27,4.53,675.55,233.7,107.86,105.35
Acacia,parramattensis,South wales wattle,Acacia parramattensis,16.09,10.96,48.69,425.66,26.92,4.45,970.55,338.16,160.16,153.23
Acacia,parvipinnula,Silver Stemmed Wattle,Acacia parvipinnula,16.84,11.32,49.2,435.12,27.98,5.0,892.07,319.42,139.5,136.28
Acacia,pataczekii,Wally's Wattle,Acacia pataczekii,9.09,8.97,49.39,336.54,18.93,0.79,1020.33,319.28,188.0,199.73
Acacia,pendula,Weeping myall,Acacia pendula,18.0,13.86,47.47,576.26,32.91,3.69,516.32,170.71,97.34,61.12
Acacia,penninervis,Mountain Hickory,Acacia penninervis,15.98,12.09,47.64,498.48,28.68,3.31,816.31,288.52,138.34,115.2
Acacia,pentadenia,Karri Wattle,Acacia pentadenia,15.06,9.62,54.42,300.27,25.1,7.42,1035.34,467.78,77.78,203.36
Acacia,perangusta,Eprapah Wattle,Acacia perangusta,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,peuce,Waddy,Acacia peuce,23.42,14.77,46.45,633.01,38.54,6.73,201.27,96.65,19.68,21.58
Acacia,phasmoides,Phantom Wattle,Acacia phasmoides,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,pinetorum,Pineland wattle,Acacia pinetorum,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,platycarpa,Ghost Wattle,Acacia platycarpa,26.78,12.99,57.59,305.28,36.85,14.22,975.95,653.45,8.14,153.67
Acacia,podalyriifolia,Pearl wattle,Acacia podalyriifolia,17.79,10.97,50.22,404.47,28.25,6.37,960.69,371.57,130.92,158.44
Acacia,polyacantha,Catechu tree,Acacia polyacantha,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,polyphylla,monjoleiro,Acacia polyphylla,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,pravissima,Ovens wattle,Acacia pravissima,12.01,11.21,46.19,470.15,25.45,1.18,971.37,315.44,171.87,141.81
Acacia,prominens,Golden rain wattle,Acacia prominens,16.55,9.8,47.4,401.87,26.52,5.88,1081.82,377.18,174.97,184.84
Acacia,pruinocarpa,Black Gidgee,Acacia pruinocarpa,22.97,14.61,46.58,613.73,38.26,6.86,312.51,149.33,22.71,33.92
Acacia,pubescens,Downy Wattle,Acacia pubescens,17.58,11.17,49.63,420.52,28.01,5.53,935.46,324.75,152.65,144.24
Acacia,pycnantha,Golden wattle,Acacia pycnantha,14.68,11.29,48.47,433.13,27.98,4.69,614.4,222.48,90.31,94.41
Acacia,pyrifolia,Kanji Bush,Acacia pyrifolia,25.62,14.43,51.12,506.04,39.06,10.69,390.42,237.72,10.28,47.07
Acacia,quadrilateralis,Acacia quadrilateralis,Acacia quadrilateralis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,quornensis,Quorn Wattle,Acacia quornensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,redolens,Bank catclaw,Acacia redolens,16.98,12.28,54.31,382.03,28.97,6.35,363.26,180.94,26.19,56.09
Acacia,reficiens,Acacia reficiens,Acacia reficiens,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,retinodes,Water wattle,Acacia retinodes,14.55,10.3,46.96,414.06,26.96,5.06,703.41,277.24,84.21,115.16
Acacia,retivenea,Acacia retivenea,Acacia retivenea,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,retusa,Catch and keep,Acacia retusa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,rhigiophylla,Dagger-leaved Wattle,Acacia rhigiophylla,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,riceana,Rice's Wattle,Acacia riceana,10.06,8.42,49.42,307.32,19.39,2.41,1105.91,336.78,209.29,234.83
Acacia,rigens,Needle Wattle,Acacia rigens,16.98,13.37,49.55,510.84,31.69,4.63,341.19,111.14,61.18,43.74
Acacia,rigidula,Blackbrush acacia,Acacia rigidula,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,rivalis,Creek Wattle,Acacia rivalis,17.93,13.4,45.08,612.97,33.39,3.67,256.81,84.16,51.83,29.82
Acacia,roemeriana,Roundflower catclaw,Acacia roemeriana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,rostellifera,Summer-scented Wattle,Acacia rostellifera,19.46,12.25,50.99,440.02,32.67,8.67,514.17,274.78,31.3,78.17
Acacia,roycei,Acacia roycei,Acacia roycei,21.86,14.47,50.29,541.13,37.21,8.4,282.84,140.37,18.79,33.33
Acacia,rubida,Red-stem Wattle,Acacia rubida,12.76,11.73,46.88,486.58,25.98,0.99,886.49,286.88,160.76,127.0
Acacia,ruppii,Rupp's Wattle,Acacia ruppii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,salicina,Willow acacia,Acacia salicina,19.18,13.57,48.08,550.51,33.42,5.09,482.52,180.92,75.56,61.46
Acacia,saligna,Orange wattle,Acacia saligna,17.12,10.83,49.99,399.67,28.77,7.02,651.79,281.47,68.28,108.31
Acacia,schaffneri,Schaffner's wattle,Acacia schaffneri,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,schottii,Schott's wattle,Acacia schottii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,sclerosperma,Limestone Wattle,Acacia sclerosperma,23.42,14.25,49.34,546.31,38.1,9.12,272.23,137.3,15.35,31.98
Acacia,semilunata,Moon Wattle,Acacia semilunata,19.1,13.41,49.37,513.26,31.84,4.69,648.26,256.16,91.64,82.12
Acacia,semirigida,Stony Ridge Wattle,Acacia semirigida,19.05,12.5,49.25,481.08,30.86,5.47,671.52,275.86,88.97,91.69
Acacia,semperflorens,Aromo en flor,Acacia semperflorens,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,senegal,werek,Acacia senegal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,siculiformis,Dagger Wattle,Acacia siculiformis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,simsii,Sim's Wattle,Acacia simsii,24.48,9.87,57.02,254.47,32.58,15.14,1334.19,829.89,42.97,290.37
Acacia,sparsiflora,Currawong,Acacia sparsiflora,19.89,13.58,49.67,513.76,32.7,5.34,627.13,258.09,85.15,79.04
Acacia,spathulifolia,Spoon Leaf Wattle,Acacia spathulifolia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,spectabilis,Mudgee Wattle,Acacia spectabilis,17.52,13.28,47.47,553.92,31.49,3.5,651.71,226.22,118.73,80.46
Acacia,sphaerocephala,Bee wattle,Acacia sphaerocephala,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,stenophylla,Shoestring acacia,Acacia stenophylla,19.67,14.05,47.49,582.81,34.75,5.1,355.31,126.56,61.92,41.26
Acacia,stricta,Hop Wattle,Acacia stricta,13.61,9.26,47.68,359.25,24.17,4.74,944.99,306.61,162.46,171.9
Acacia,suaveolens,Sweet Wattle,Acacia suaveolens,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,subulata,Awl Wattle,Acacia subulata,16.92,13.01,47.25,545.45,30.78,3.26,663.11,228.0,123.64,83.49
Acacia,tenuissima,Mulga Wattle,Acacia tenuissima,24.64,14.44,50.56,516.56,37.6,8.98,444.56,265.14,19.21,53.36
Acacia,terminalis,Sunshine Wattle,Acacia terminalis,14.44,9.55,47.48,385.24,24.57,4.47,1017.99,330.02,182.93,179.05
Acacia,tetragonophylla,Dead Finish,Acacia tetragonophylla,20.32,14.13,46.53,603.2,35.82,5.42,246.19,93.67,36.47,27.7
Acacia,tortilis,Umbrella thorn,Acacia tortilis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,tortuosa,Twisted acacia,Acacia tortuosa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,torulosa,Deep Gold Wattle,Acacia torulosa,26.33,12.03,56.64,309.5,35.94,14.55,961.77,630.47,11.27,170.59
Acacia,trinervata,Three-nerved Wattle,Acacia trinervata,16.15,11.39,49.83,421.2,27.04,4.22,1003.51,379.35,150.47,153.66
Acacia,trineura,Hindmarsh Wattle,Acacia trineura,16.13,13.11,47.8,538.14,31.15,3.63,473.0,146.04,89.52,59.66
Acacia,triptera,Spur-wing Wattle,Acacia triptera,16.98,12.93,46.58,557.25,31.11,3.35,632.55,216.54,115.89,79.52
Acacia,umbellata,Acacia umbellata,Acacia umbellata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,uncifera,Acacia uncifera,Acacia uncifera,21.31,12.68,49.68,473.06,33.08,7.54,589.29,306.8,44.98,79.11
Acacia,undoolyana,Undoolya Wattle,Acacia undoolyana,21.19,14.04,45.91,609.94,35.78,5.2,344.23,154.04,31.0,38.32
Acacia,urophylla,Tailed-leaved Acacia,Acacia urophylla,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,venulosa,Veiny Wattle,Acacia venulosa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,verniciflua,Varnish wattle,Acacia verniciflua,13.69,11.01,46.92,450.16,26.76,3.27,824.67,265.62,148.24,126.36
Acacia,verticillata,Prickly moses,Acacia verticillata,12.8,8.92,48.02,338.37,23.18,4.61,933.65,305.56,157.84,180.17
Acacia,vestita,Hairy Wattle,Acacia vestita,14.47,12.13,45.83,533.87,28.58,2.12,738.3,218.53,146.95,97.69
Acacia,victoriae,Elegant Wattle,Acacia victoriae,18.96,13.94,47.19,584.77,34.3,4.73,299.34,106.76,48.77,35.35
Acacia,visco,Acacia visco,Acacia visco,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,wardellii,Wardell's Wattle,Acacia wardellii,19.37,13.5,48.62,534.32,32.33,4.58,602.98,236.2,88.98,74.64
Acacia,wattsiana,Dog Wattle,Acacia wattsiana,15.49,12.37,47.84,502.04,30.11,4.27,483.61,176.29,65.22,64.98
Acacia,wiseana,Acacia wiseana,Acacia wiseana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acacia,xanthina,White Stemmed Wattle,Acacia xanthina,19.75,11.78,50.23,431.48,32.75,9.37,542.09,303.86,27.77,81.42
Acalypha,amentacea,Catch me if you can,Acalypha amentacea,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acalypha,berteroana,Berteron acalypha,Acalypha berteroana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acalypha,bisetosa,Streambank copperleaf,Acalypha bisetosa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acalypha,hispida,Bristly copperleaf,Acalypha hispida,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acalypha,macrostachya,Zancamula,Acalypha macrostachya,22.55,9.93,78.7,85.57,29.06,16.13,2258.13,897.67,221.64,633.78
Acalypha,portoricensis,Puerto rico copperleaf,Acalypha portoricensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acalypha,wilkesiana,Copperleaf,Acalypha wilkesiana,23.9,9.87,59.28,258.47,32.69,14.77,1512.3,707.85,134.77,362.49
Acca,sellowiana,Feijoa,Acca sellowiana,16.32,10.6,50.71,399.59,27.25,5.76,1287.38,409.69,241.32,225.05
Acer,barbatum,Florida maple,Acer barbatum,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,barbinerve,Bearded Maple,Acer barbinerve,5.91,10.23,26.5,1049.52,23.91,-14.71,1150.09,615.37,87.49,110.71
Acer,buergerianum,Trident maple,Acer buergerianum,15.03,8.95,32.11,729.73,29.18,0.48,1495.91,613.48,184.26,206.03
Acer,caesium,Bluish grey maple,Acer caesium,10.33,10.57,38.4,638.98,23.24,-4.71,944.93,486.59,46.59,122.49
Acer,campbellii,Campbell's maple,Acer campbellii,14.59,8.8,36.19,601.54,26.11,1.09,1381.98,682.43,90.98,199.63
Acer,campbellii ssp. chekiangense,Acer pubinerve,Acer campbellii ssp. chekiangense,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,campbellii ssp. sinense,Acer sinense,Acer campbellii ssp. sinense,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,campbellii ssp. wilsonii,Wilson's Maple,Acer campbellii ssp. wilsonii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,campestre,Hedge maple,Acer campestre,10.02,8.37,34.62,595.9,23.63,-0.64,821.3,249.9,163.81,120.62
Acer,campestre x lobelii,Zoeschen Maple,Acer campestre x lobelii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,capillipes,Red snakebark maple,Acer capillipes,10.81,9.25,29.68,792.4,26.34,-4.81,1679.62,682.92,154.07,191.0
Acer,cappadocicum,Cappadocian Maple,Acer cappadocicum,10.24,8.57,35.83,581.73,22.95,-1.26,888.75,326.55,138.3,134.81
Acer,cappadocicum ssp. lobelii,Lobel's maple,Acer cappadocicum ssp. lobelii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,carpinifolium,Hornbeam Maple,Acer carpinifolium,11.04,8.64,27.72,825.04,26.86,-4.28,1739.88,678.51,204.9,197.85
Acer,caudatifolium,Kawakami maple,Acer caudatifolium,14.05,5.78,35.23,382.5,21.66,5.16,2945.26,1256.49,271.3,629.97
Acer,circinatum,Vine maple,Acer circinatum,9.33,10.77,42.06,542.25,24.71,-0.88,1637.53,754.49,124.73,232.14
Acer,cissifolium,Vine-leaved Maple,Acer cissifolium,10.91,8.64,27.72,827.6,26.85,-4.41,1582.11,604.62,196.67,178.91
Acer,crataegifolium,Hawthorn-leaved Maple,Acer crataegifolium,12.25,8.77,28.0,825.46,28.17,-3.12,1659.2,633.62,201.3,186.82
Acer,davidii,Pere David's Maple,Acer davidii,13.91,8.99,32.87,697.4,27.34,-0.58,1170.46,548.19,91.53,151.41
Acer,davidii ssp. grosseri,Snakebark maple,Acer davidii ssp. grosseri,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,diabolicum,Devil Maple,Acer diabolicum,11.17,9.0,29.07,795.89,26.64,-4.29,1661.32,670.43,163.01,190.4
Acer,distylum,Lime-leaved Maple,Acer distylum,9.14,8.83,27.18,871.34,25.84,-6.71,1642.06,645.91,212.5,178.95
Acer,forrestii,Forrest's Maple,Acer forrestii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,glabrum,Rocky mountain maple,Acer glabrum,5.61,13.43,39.69,742.39,24.71,-9.22,778.18,323.9,89.23,91.15
Acer,grandidentatum,Bigtooth maple,Acer grandidentatum,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,griseum,Paperbark maple,Acer griseum,11.49,8.88,32.04,722.85,26.25,-2.15,947.52,349.94,132.05,123.89
Acer,heldreichii,Heldreich's Maple,Acer heldreichii,5.85,9.13,32.0,714.05,21.09,-7.56,964.28,324.58,164.84,125.05
Acer,heldreichii ssp. trautvetteri,Redbud maple,Acer heldreichii ssp. trautvetteri,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,henryi,Henry's maple,Acer henryi,14.84,8.38,27.67,807.14,29.74,-0.58,1194.25,540.36,91.96,138.52
Acer,hyrcanum,Balkan Maple,Acer hyrcanum,9.24,9.37,32.01,750.35,25.38,-4.13,726.62,295.25,87.84,90.34
Acer,japonicum,Fullmoon maple,Acer japonicum,8.49,8.65,27.0,869.62,25.06,-7.2,1590.43,609.2,220.81,175.45
Acer,leucoderme,Chalk maple,Acer leucoderme,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,macrophyllum,Bigleaf maple,Acer macrophyllum,11.41,11.52,45.68,510.99,26.3,1.02,1234.98,593.05,75.79,176.7
Acer,mandshuricum,Acer mandshuricum,Acer mandshuricum,6.38,10.16,26.23,1060.87,24.38,-14.5,1138.37,627.7,80.04,108.66
Acer,miyabei,Miyabe's Maple,Acer miyabei,10.4,8.52,27.9,825.3,26.05,-4.92,1149.29,450.0,135.29,140.05
Acer,monspessulanum,Montpelier Maple,Acer monspessulanum,11.78,9.71,36.81,609.11,26.68,0.33,805.01,259.1,143.56,108.47
Acer,negundo,Boxelder,Acer negundo,10.56,10.08,33.5,773.83,26.97,-3.98,781.04,255.89,137.36,93.67
Acer,negundo ssp. negundo,Ash-leaved maple,Acer negundo ssp. negundo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,nigrum,Black maple,Acer nigrum,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,nikoense,Nikko Maple,Acer nikoense,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,oblongum,Evergreen maple,Acer oblongum,18.07,6.82,35.63,458.95,27.2,7.75,2184.16,1081.39,149.24,434.55
Acer,obtusifolium,Syrian maple,Acer obtusifolium,16.45,9.98,38.46,625.5,29.99,4.06,765.48,469.43,5.98,102.35
Acer,oliverianum,Oliver's Maple,Acer oliverianum,16.54,6.85,32.69,534.34,26.92,5.39,2197.13,964.63,208.51,408.02
Acer,opalus,Italian Maple,Acer opalus,9.43,9.15,34.62,629.98,24.28,-2.09,1037.32,318.84,208.02,139.22
Acer,palmatum,Japanese maple,Acer palmatum,11.6,9.38,29.54,838.69,27.9,-4.22,1345.41,481.72,207.71,151.43
Acer,palmatum v. dissectum,Lace-leaf maple,Acer palmatum v. dissectum,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,pensylvanicum,Striped maple,Acer pensylvanicum,6.81,11.1,29.55,967.97,25.62,-12.18,1131.17,328.56,231.75,108.47
Acer,pentaphyllum,Acer pentaphyllum,Acer pentaphyllum,11.26,9.8,41.94,497.8,22.72,-0.58,1207.62,512.38,140.88,192.02
Acer,pictum,Yellow-paint maple,Acer pictum,9.91,8.87,26.92,887.49,26.28,-6.71,1501.13,631.01,172.22,164.33
Acer,pictum ssp. Mono,Painted maple,Acer pictum ssp. Mono,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,platanoides,Norway maple,Acer platanoides,8.03,8.14,30.99,685.64,22.71,-3.91,771.22,244.31,144.69,105.61
Acer,platanoides ssp. platanoides,Globe norway maple,Acer platanoides ssp. platanoides,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,pseudoplatanus,Sycamore maple,Acer pseudoplatanus,9.19,7.81,33.9,577.09,22.12,-1.05,882.87,276.35,169.06,139.26
Acer,pseudosieboldianum,Korean maple,Acer pseudosieboldianum,9.85,9.87,27.55,970.76,26.69,-9.16,1311.28,727.24,92.53,130.66
Acer,rubrum,Red maple,Acer rubrum,10.84,11.28,32.27,895.06,28.56,-7.04,1141.12,342.31,229.03,116.2
Acer,rufinerve,Grey-budded Snake-bark,Acer rufinerve,9.98,8.55,27.38,840.39,26.06,-5.3,1717.68,668.32,220.74,193.99
Acer,saccharinum,Silver maple,Acer saccharinum,9.87,10.0,30.91,847.4,26.85,-6.09,925.53,286.06,174.98,102.68
Acer,saccharum,Sugar maple,Acer saccharum,8.3,10.91,29.02,980.32,27.19,-10.62,1047.48,311.02,205.89,99.95
Acer,saccharum v. schneckii,Acer saccharum schneckii,Acer saccharum v. schneckii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,sempervirens,Cretan Maple,Acer sempervirens,14.53,7.8,32.55,604.44,27.62,3.94,734.17,366.18,27.7,109.24
Acer,serrulatum,Green maple,Acer serrulatum,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,shirasawanum,Shirasawa’s maple,Acer shirasawanum,9.52,8.92,28.31,828.59,25.42,-6.04,1796.88,730.88,187.88,203.36
Acer,sieboldianum,Siebold's maple,Acer sieboldianum,10.22,8.63,27.28,846.98,26.39,-5.24,1740.09,684.21,216.14,195.24
Acer,sikkimense,Sikkim Maple,Acer sikkimense,14.66,9.0,40.7,505.53,24.76,2.3,1453.74,718.19,97.59,233.21
Acer,spicatum,Mountain maple,Acer spicatum,5.0,10.81,27.06,1055.74,24.69,-15.49,1002.29,311.48,185.73,92.36
Acer,sterculiaceum ssp. franchetii,Franchet's maple,Acer sterculiaceum ssp. franchetii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,tataricum,Tatar maple,Acer tataricum,8.1,9.23,27.24,925.12,25.53,-8.64,888.17,353.89,128.45,93.82
Acer,tataricum ssp. ginnala,Amur maple,Acer tataricum ssp. ginnala,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,tataricum ssp. semenovii,Turkestan shrub maple,Acer tataricum ssp. semenovii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,triflorum,Three-flower maple,Acer triflorum,9.22,10.17,27.56,997.87,26.37,-10.55,1289.42,727.27,91.59,124.51
Acer,truncatum,Purple blow maple,Acer truncatum,10.61,10.29,28.07,987.62,28.0,-8.66,1059.57,573.43,81.39,105.21
Acer,truncatum x platanoides,Acer truncatum x A. platanoides,Acer truncatum x platanoides,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,velutinum,Velvet maple,Acer velutinum,12.19,8.81,31.07,729.09,27.42,-1.0,822.0,350.15,86.92,110.96
Acer,x conspicuum,Acer x conspicuum,Acer x conspicuum,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acer,x freemanii,Freeman maple,Acer x freemanii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Achatocarpus,nigricans,Totocal,Achatocarpus nigricans,25.5,10.86,72.72,141.51,33.08,17.7,1394.52,668.94,85.53,334.41
Achyranthes,atollensis,Hawai'i chaff flower,Achyranthes atollensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Achyranthes,mutica,Blunt chaff flower,Achyranthes mutica,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Achyranthes,splendens,Maui chaff flower,Achyranthes splendens,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ackama,nubicola,Turoa Onamata,Ackama nubicola,13.78,7.57,48.29,291.25,22.22,6.54,1953.6,617.0,390.6,434.29
Ackama,rosifolia,Makamaka,Ackama rosifolia,14.59,8.49,49.05,312.47,23.6,6.25,1444.5,501.5,276.0,291.12
Acnistus,arborescens,Hollowheart,Acnistus arborescens,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acoelorrhaphe,wrightii,Paurotis palm,Acoelorrhaphe wrightii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acokanthera,oblongifolia,Dune poison bush,Acokanthera oblongifolia,19.56,9.68,52.96,307.99,28.22,9.93,797.66,328.75,82.42,154.33
Acokanthera,schimperi,Arrow-poison tree,Acokanthera schimperi,19.75,12.35,71.88,136.7,28.36,11.15,798.09,371.84,58.05,164.46
Acosmium,lentiscifolium,Acosmium lentiscifolium,Acosmium lentiscifolium,23.5,10.21,63.72,178.14,31.19,15.25,1009.79,456.96,84.46,216.38
Acradenia,frankliniae,Whitey Wood,Acradenia frankliniae,11.11,7.76,48.85,280.82,20.08,4.19,2010.75,623.26,341.47,442.73
Acrocarpus,fraxinifolius,Pink cedar,Acrocarpus fraxinifolius,21.41,10.53,65.1,185.96,29.64,12.9,1249.66,605.02,71.72,271.09
Acrocomia,aculeata,coyoli palm,Acrocomia aculeata,24.32,11.02,68.56,171.6,32.26,15.83,1604.54,744.54,102.35,355.77
Acrocomia,intumescens,Macaiba,Acrocomia intumescens,24.09,8.71,72.57,114.39,30.11,18.08,1352.0,641.62,85.21,396.67
Acrocomia,media,Corozo,Acrocomia media,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acrocomia,totai,Grugru palm,Acrocomia totai,23.03,11.2,59.7,278.58,31.9,12.95,1381.34,535.63,163.0,250.3
Acrocomia,vinifera,Coyol palm,Acrocomia vinifera,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acronychia,pedunculata,Claw flowered laurel,Acronychia pedunculata,23.06,7.96,55.03,267.49,30.55,14.59,2130.88,969.94,190.15,518.77
Actinidia,arguta,Bower actinidia,Actinidia arguta,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Actinidia,chinensis,Kiwi,Actinidia chinensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Actinidia,deliciosa,Kiwifruit,Actinidia deliciosa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Actinostemon,concolor,laranjeira-do-mato,Actinostemon concolor,20.88,9.93,60.49,243.68,29.02,12.27,1433.99,523.66,209.3,306.3
Actinostemon,verticillatus,Actinostemon verticillatus,Actinostemon verticillatus,23.31,8.75,64.32,168.78,30.02,16.34,1246.86,508.27,142.51,318.46
Adansonia,digitata,Baobab,Adansonia digitata,26.12,12.18,62.26,229.19,35.88,15.95,817.12,483.58,16.25,157.26
Adansonia,grandidieri,Grandidier's Baobab,Adansonia grandidieri,25.55,12.34,64.43,242.1,33.4,14.24,798.69,585.56,5.67,140.83
Adansonia,gregorii,Boab,Adansonia gregorii,27.8,13.73,57.34,324.53,38.16,14.2,826.2,565.66,5.67,116.67
Adansonia,madagascariensis,Madagascar baobab,Adansonia madagascariensis,25.63,9.98,70.69,138.59,32.1,17.94,1345.84,872.0,52.52,325.84
Adansonia,perrieri,Perrieri's Baobab,Adansonia perrieri,23.93,9.17,71.03,133.13,29.91,17.01,1402.26,900.11,52.78,365.86
Adansonia,rubrostipa,Fony baobab,Adansonia rubrostipa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Adansonia,za,Za baobab,Adansonia za,24.41,13.54,66.86,255.7,33.46,13.09,897.19,571.81,28.61,163.24
Adelia,ricinella,Wild lime,Adelia ricinella,25.67,9.71,74.89,112.52,31.88,18.88,1390.42,541.67,144.86,376.77
Adelia,vaseyi,Vasey's wild lime,Adelia vaseyi,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Adenanthera,microsperma,Red sandalwood,Adenanthera microsperma,23.78,8.9,49.02,321.13,32.55,13.58,1608.86,810.31,70.4,321.44
Adenanthera,pavonina,Red beadtree,Adenanthera pavonina,25.13,8.55,66.04,164.5,31.61,18.03,2000.11,935.08,187.63,566.61
